year,pure_ME_shock_annual,STMT_annual,PC_annual,ME_volatility_annual,n_events
1995,-0.008437401109862512,0.019370540540357917,0.0,0.027831583727748185,8
1996,0.001740098504376298,-0.009766157970312075,0.0,0.0052886427645785035,8
1997,0.021478965439145046,0.02213155545993262,0.0,0.0037818429270369083,8
