h,coef_log,coef_pct,se_log,se_pct,tstat,pval,ci95_lo_log,ci95_hi_log,ci95_lo_pct,ci95_hi_pct,nobs,nw_lags
0,-0.06140316279212763,-6.1403162792127635,0.11255506801343011,11.255506801343012,-0.5455388537884495,0.5929078079613908,-0.3000092479280069,0.1772029223437516,-30.00092479280069,17.720292234375158,24,1
1,0.036462770332270536,3.6462770332270535,0.21957377560918323,21.957377560918324,0.1660615901471321,0.8703261026858347,-0.4315476539067673,0.5044731945713083,-43.15476539067673,50.44731945713083,23,2
2,0.15415990743722846,15.415990743722846,0.24772691437200256,24.772691437200255,0.6222977742569065,0.5437489921855205,-0.3771614807467963,0.6854812956212533,-37.71614807467963,68.54812956212533,22,3
3,-0.012180209622422264,-1.2180209622422264,0.15006646832369766,15.006646832369766,-0.08116543128175178,0.9365466841201546,-0.336379104175005,0.31201868493016044,-33.6379104175005,31.201868493016043,21,4
4,-0.12781418912570347,-12.781418912570347,0.13275611462271913,13.275611462271913,-0.9627744039431994,0.3546612365675865,-0.41706491488245706,0.16143653663105012,-41.7064914882457,16.143653663105013,20,5
5,-0.25087644068742165,-25.087644068742165,0.1931889786827681,19.31889786827681,-1.2986063821962692,0.22064277707351376,-0.6760825158614541,0.17432963448661082,-67.6082515861454,17.43296344866108,19,6
6,-0.2838308453325057,-28.383084533250567,0.19968755075891043,19.968755075891043,-1.4213747639940977,0.18563483043501328,-0.7287624354364152,0.1611007447714038,-72.87624354364152,16.11007447714038,18,7
